SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,IS_HOME,OPP_TEAM_ID,OPP_TEAM_ABBREVIATION,OPP_TEAM_NAME,OPP_WL,OPP_MIN,OPP_PTS,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PLUS_MINUS,OPP_IS_HOME,SEASON,LAST_5_WL,OPP_LAST_5_WL,LAST_H2H_WL,OPP_LAST_H2H_WL,LAST_5_MIN,OPP_LAST_5_MIN,LAST_H2H_MIN,OPP_LAST_H2H_MIN,LAST_5_PTS,OPP_LAST_5_PTS,LAST_H2H_PTS,OPP_LAST_H2H_PTS,LAST_5_FGM,OPP_LAST_5_FGM,LAST_H2H_FGM,OPP_LAST_H2H_FGM,LAST_5_FGA,OPP_LAST_5_FGA,LAST_H2H_FGA,OPP_LAST_H2H_FGA,LAST_5_FG_PCT,OPP_LAST_5_FG_PCT,LAST_H2H_FG_PCT,OPP_LAST_H2H_FG_PCT,LAST_5_FG3M,OPP_LAST_5_FG3M,LAST_H2H_FG3M,OPP_LAST_H2H_FG3M,LAST_5_FG3A,OPP_LAST_5_FG3A,LAST_H2H_FG3A,OPP_LAST_H2H_FG3A,LAST_5_FG3_PCT,OPP_LAST_5_FG3_PCT,LAST_H2H_FG3_PCT,OPP_LAST_H2H_FG3_PCT,LAST_5_FTM,OPP_LAST_5_FTM,LAST_H2H_FTM,OPP_LAST_H2H_FTM,LAST_5_FTA,OPP_LAST_5_FTA,LAST_H2H_FTA,OPP_LAST_H2H_FTA,LAST_5_FT_PCT,OPP_LAST_5_FT_PCT,LAST_H2H_FT_PCT,OPP_LAST_H2H_FT_PCT,LAST_5_OREB,OPP_LAST_5_OREB,LAST_H2H_OREB,OPP_LAST_H2H_OREB,LAST_5_DREB,OPP_LAST_5_DREB,LAST_H2H_DREB,OPP_LAST_H2H_DREB,LAST_5_REB,OPP_LAST_5_REB,LAST_H2H_REB,OPP_LAST_H2H_REB,LAST_5_AST,OPP_LAST_5_AST,LAST_H2H_AST,OPP_LAST_H2H_AST,LAST_5_STL,OPP_LAST_5_STL,LAST_H2H_STL,OPP_LAST_H2H_STL,LAST_5_BLK,OPP_LAST_5_BLK,LAST_H2H_BLK,OPP_LAST_H2H_BLK,LAST_5_TOV,OPP_LAST_5_TOV,LAST_H2H_TOV,OPP_LAST_H2H_TOV,LAST_5_PF,OPP_LAST_5_PF,LAST_H2H_PF,OPP_LAST_H2H_PF,LAST_5_PLUS_MINUS,OPP_LAST_5_PLUS_MINUS,LAST_H2H_PLUS_MINUS,OPP_LAST_H2H_PLUS_MINUS
22024,1610612761,,,,2024-12-25,,,,,,,,,,,,,,,,,,,,,,,1,1610612762,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,0.6,0.0,0.2,0.8,240.6,240.4,240.4,241.0,112.6,104.4,118.0,121.2,42.6,38.6,42.6,44.4,86.8,83.6,92.6,90.0,0.4932,0.46820000000000006,0.45999999999999996,0.4958,13.2,13.0,12.8,14.2,37.6,38.4,31.0,38.4,0.3532,0.339,0.4138,0.3594,14.2,14.2,20.0,18.2,19.6,19.4,27.8,23.2,0.6961999999999999,0.7238,0.7274,0.7824,10.0,13.8,13.4,11.2,37.6,30.4,31.2,36.4,47.6,44.2,44.6,47.6,30.8,23.4,27.0,30.0,6.6,6.0,8.8,6.8,4.6,5.2,5.0,7.0,17.6,19.6,13.4,15.6,19.6,16.8,22.6,19.8,-1.4,-14.4,-3.2,3.2
