SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,TEAM_NAME,PLAYER_NAME,TEAM_ID
22023,203952,22300921,2024-03-09,0,26,5,12,0.417,1,3,0.333,0,0,0.0,1,5,6,1,1,0,0,3,11,-6,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300907,2024-03-07,0,15,3,6,0.5,0,2,0.0,2,2,1.0,0,1,1,2,1,0,0,2,8,7,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300899,2024-03-06,1,14,1,5,0.2,1,2,0.5,0,0,0.0,1,1,2,2,1,0,1,0,3,-5,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300824,2024-02-25,0,31,5,10,0.5,2,4,0.5,2,2,1.0,0,4,4,4,0,1,0,2,14,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300811,2024-02-23,1,28,5,8,0.625,2,4,0.5,2,2,1.0,0,2,2,3,1,1,2,0,14,12,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300802,2024-02-22,1,28,8,14,0.571,2,5,0.4,2,2,1.0,2,1,3,2,1,1,1,2,20,12,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300576,2024-02-15,1,29,7,12,0.583,3,4,0.75,2,2,1.0,3,4,7,2,0,0,3,2,19,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300789,2024-02-14,0,30,4,10,0.4,2,6,0.333,0,0,0.0,2,4,6,3,4,0,0,3,10,-9,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300769,2024-02-12,1,28,6,10,0.6,3,3,1.0,2,3,0.667,0,2,2,0,1,0,1,1,17,31,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300757,2024-02-10,1,28,5,13,0.385,1,4,0.25,1,2,0.5,1,4,5,3,2,0,0,3,12,2,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300733,2024-02-08,1,26,5,10,0.5,1,3,0.333,0,0,0.0,0,4,4,5,1,0,0,3,11,9,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300727,2024-02-07,1,23,9,14,0.643,2,3,0.667,1,2,0.5,4,6,10,1,1,1,0,1,21,17,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300699,2024-02-03,0,19,1,6,0.167,0,2,0.0,0,0,0.0,0,4,4,0,0,2,0,1,2,2,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300693,2024-02-02,1,30,3,8,0.375,1,2,0.5,2,2,1.0,0,2,2,0,1,2,0,0,9,9,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300673,2024-01-30,1,38,8,10,0.8,1,2,0.5,6,6,1.0,0,5,5,4,3,1,1,2,23,18,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300650,2024-01-27,0,41,8,12,0.667,3,4,0.75,3,5,0.6,1,4,5,3,2,1,2,6,22,1,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300632,2024-01-25,0,31,6,8,0.75,2,3,0.667,3,4,0.75,0,4,4,4,0,0,2,2,17,-4,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300626,2024-01-24,1,29,4,11,0.364,0,4,0.0,4,4,1.0,2,3,5,1,0,2,0,4,12,11,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300560,2024-01-15,0,31,7,13,0.538,1,3,0.333,1,2,0.5,1,4,5,1,0,2,1,1,16,9,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300545,2024-01-13,0,32,3,13,0.231,1,3,0.333,0,0,0.0,3,1,4,1,0,0,0,3,7,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300536,2024-01-12,1,31,8,13,0.615,1,5,0.2,0,0,0.0,3,2,5,8,1,1,0,2,17,4,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300525,2024-01-10,0,23,2,8,0.25,1,3,0.333,0,0,0.0,0,2,2,2,0,0,1,2,5,-29,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300504,2024-01-07,0,17,1,6,0.167,0,2,0.0,1,2,0.5,0,2,2,1,0,0,1,0,3,-29,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300490,2024-01-05,1,19,1,5,0.2,1,2,0.5,0,0,0.0,1,1,2,2,0,0,1,2,3,-5,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300478,2024-01-04,0,27,5,10,0.5,1,4,0.25,0,0,0.0,2,1,3,0,0,1,1,2,11,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300463,2024-01-02,1,21,4,7,0.571,1,3,0.333,1,3,0.333,0,3,3,0,2,0,1,1,10,-3,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300444,2023-12-30,0,28,5,13,0.385,1,3,0.333,3,3,1.0,3,2,5,4,1,1,0,2,14,-1,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300426,2023-12-28,0,26,4,11,0.364,0,3,0.0,3,4,0.75,1,1,2,4,0,0,1,2,11,5,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300402,2023-12-25,0,29,7,11,0.636,2,4,0.5,6,6,1.0,1,2,3,2,0,1,2,5,22,18,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300362,2023-12-19,1,22,2,11,0.182,0,1,0.0,2,2,1.0,5,2,7,1,0,0,0,1,6,-10,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300348,2023-12-17,1,29,9,12,0.75,4,6,0.667,3,4,0.75,0,7,7,2,1,1,0,2,25,-3,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300339,2023-12-16,1,27,4,9,0.444,1,1,1.0,5,5,1.0,2,3,5,1,1,0,0,0,14,0,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300325,2023-12-14,0,22,4,9,0.444,0,4,0.0,1,2,0.5,2,1,3,0,0,1,0,5,9,-7,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300308,2023-12-12,0,15,1,7,0.143,1,3,0.333,0,0,0.0,2,2,4,1,0,0,3,1,3,-19,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22301222,2023-12-08,0,32,4,11,0.364,2,4,0.5,2,2,1.0,2,4,6,1,0,0,6,3,12,-1,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22301214,2023-12-06,1,27,3,12,0.25,0,1,0.0,3,3,1.0,1,2,3,1,0,0,1,1,9,6,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300060,2023-11-28,0,36,11,18,0.611,2,5,0.4,5,6,0.833,2,8,10,3,0,0,3,5,29,-1,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300051,2023-11-24,1,25,4,10,0.4,2,4,0.5,0,0,0.0,0,4,4,0,0,0,3,3,10,-1,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300236,2023-11-22,0,25,4,11,0.364,0,3,0.0,3,4,0.75,2,2,4,1,0,1,2,1,11,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300224,2023-11-20,1,30,3,10,0.3,2,3,0.667,4,4,1.0,4,3,7,1,0,0,0,2,12,-3,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300207,2023-11-18,0,35,12,19,0.632,5,8,0.625,2,4,0.5,0,0,0,3,1,1,0,4,31,6,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300201,2023-11-16,0,26,6,13,0.462,0,4,0.0,0,0,0.0,4,2,6,2,0,0,5,2,12,-2,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300025,2023-11-14,0,28,4,15,0.267,1,7,0.143,0,0,0.0,2,5,7,0,3,1,4,5,9,2,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300186,2023-11-12,0,25,3,7,0.429,0,2,0.0,0,2,0.0,2,2,4,2,1,0,1,4,6,-13,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300176,2023-11-11,0,29,6,12,0.5,1,4,0.25,0,2,0.0,3,2,5,3,0,0,3,2,13,-13,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300169,2023-11-08,0,29,4,13,0.308,0,3,0.0,3,4,0.75,3,2,5,0,0,0,1,3,11,-6,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300145,2023-11-06,1,22,2,9,0.222,0,2,0.0,0,2,0.0,3,3,6,1,1,1,2,0,4,-4,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300142,2023-11-05,0,26,3,9,0.333,1,2,0.5,1,4,0.25,3,2,5,1,0,0,0,1,8,-5,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300005,2023-11-03,1,27,6,11,0.545,0,1,0.0,5,8,0.625,4,1,5,1,0,0,0,1,17,-14,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300126,2023-11-01,1,25,6,10,0.6,0,1,0.0,2,2,1.0,0,2,2,0,0,0,1,2,14,-5,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300108,2023-10-30,1,20,4,8,0.5,1,2,0.5,0,2,0.0,1,2,3,0,0,0,3,2,9,10,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300096,2023-10-29,1,28,4,10,0.4,1,3,0.333,4,5,0.8,0,0,0,0,0,0,2,2,13,-4,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300087,2023-10-27,1,27,5,13,0.385,0,3,0.0,1,2,0.5,1,4,5,3,0,2,2,4,11,2,Golden State Warriors,Andrew Wiggins,1610612744
22023,203952,22300062,2023-10-24,0,27,4,12,0.333,0,3,0.0,2,3,0.667,1,0,1,0,0,1,0,3,10,-22,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400338,2024-12-06,0,19,3,8,0.375,1,3,0.333,4,4,1.0,1,1,2,0,1,0,2,0,11,-1,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400332,2024-12-05,1,34,8,15,0.533,3,4,0.75,4,7,0.571,0,9,9,2,2,1,3,2,23,14,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400058,2024-12-03,0,31,3,7,0.429,2,4,0.5,5,5,1.0,1,2,3,4,3,0,2,3,13,-20,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400303,2024-11-30,0,34,7,17,0.412,4,9,0.444,0,0,0.0,0,3,3,3,1,0,2,2,18,12,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400299,2024-11-27,0,35,4,16,0.25,3,8,0.375,5,7,0.714,3,2,5,3,1,1,1,1,16,-4,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400284,2024-11-25,0,33,7,13,0.538,2,4,0.5,2,3,0.667,2,3,5,1,0,0,1,1,18,-8,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400269,2024-11-23,0,33,6,16,0.375,4,10,0.4,4,5,0.8,2,3,5,3,1,0,0,1,20,1,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400032,2024-11-22,1,28,9,14,0.643,3,5,0.6,9,9,1.0,1,2,3,4,1,1,2,4,30,3,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400258,2024-11-20,1,30,12,17,0.706,3,6,0.5,0,0,0.0,2,5,7,4,0,2,0,1,27,27,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400251,2024-11-18,0,29,7,12,0.583,2,4,0.5,6,8,0.75,2,1,3,0,0,1,1,0,22,-5,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400019,2024-11-15,1,21,5,14,0.357,1,4,0.25,2,2,1.0,1,1,2,1,1,1,0,2,13,4,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400007,2024-11-12,1,34,3,8,0.375,0,3,0.0,2,4,0.5,1,2,3,4,2,1,1,4,8,16,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400207,2024-11-10,1,35,6,14,0.429,2,4,0.5,4,6,0.667,5,3,8,5,3,1,0,3,18,21,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400188,2024-11-08,0,21,4,9,0.444,1,3,0.333,2,2,1.0,1,0,1,2,1,0,1,0,11,-23,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400172,2024-11-06,1,31,6,14,0.429,0,3,0.0,4,6,0.667,0,2,2,0,0,0,2,1,16,8,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400155,2024-11-04,1,18,1,9,0.111,0,6,0.0,3,4,0.75,1,3,4,2,0,2,0,3,5,5,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400144,2024-11-02,1,31,3,9,0.333,2,4,0.5,7,10,0.7,1,2,3,2,1,0,2,0,15,-3,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400101,2024-10-27,0,29,11,15,0.733,5,8,0.625,2,3,0.667,0,3,3,0,1,1,1,2,29,-3,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400084,2024-10-25,1,23,3,10,0.3,2,4,0.5,2,2,1.0,5,8,13,5,0,2,1,4,10,17,Golden State Warriors,Andrew Wiggins,1610612744
22024,203952,22400072,2024-10-23,1,23,8,15,0.533,4,7,0.571,0,0,0.0,2,2,4,2,0,0,1,2,20,9,Golden State Warriors,Andrew Wiggins,1610612744
22023,1630228,22301198,2024-04-14,1,23,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0,7,2,1,0,1,0,-18,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301169,2024-04-11,1,34,7,11,0.636,1,2,0.5,4,4,1.0,2,4,6,1,1,0,4,4,19,8,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301155,2024-04-09,1,21,2,8,0.25,1,3,0.333,3,4,0.75,0,6,6,3,1,0,0,3,8,10,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301142,2024-04-07,1,27,9,11,0.818,1,2,0.5,2,2,1.0,2,8,10,4,0,1,2,2,21,-4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301044,2024-03-26,1,32,8,13,0.615,0,2,0.0,2,3,0.667,3,4,7,3,0,1,1,3,18,21,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301031,2024-03-24,0,30,6,11,0.545,0,0,0.0,2,4,0.5,0,3,3,2,1,1,2,3,14,-1,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301016,2024-03-22,0,30,4,17,0.235,0,3,0.0,3,4,0.75,2,6,8,2,2,1,3,2,11,-13,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301001,2024-03-20,1,28,12,17,0.706,2,3,0.667,0,0,0.0,0,5,5,4,2,0,0,3,26,21,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300988,2024-03-18,0,26,7,13,0.538,0,2,0.0,2,2,1.0,0,1,1,1,1,0,2,2,16,-11,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300973,2024-03-16,1,31,9,16,0.563,2,3,0.667,3,5,0.6,0,2,2,4,0,0,1,5,23,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300952,2024-03-13,0,35,8,17,0.471,2,2,1.0,9,10,0.9,1,3,4,2,1,0,6,2,27,-6,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300936,2024-03-11,1,31,9,18,0.5,2,3,0.667,2,2,1.0,0,5,5,1,1,1,2,4,22,4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300921,2024-03-09,0,30,10,17,0.588,0,1,0.0,6,8,0.75,0,3,3,2,1,0,2,4,26,-8,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300907,2024-03-07,0,33,5,11,0.455,0,1,0.0,9,10,0.9,3,7,10,2,1,0,1,4,19,3,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300899,2024-03-06,1,25,9,14,0.643,2,4,0.5,0,0,0.0,1,3,4,2,2,3,2,2,20,12,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300872,2024-03-03,0,20,2,9,0.222,0,2,0.0,2,2,1.0,0,2,2,3,0,0,1,1,6,-30,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300860,2024-03-01,1,27,9,19,0.474,0,2,0.0,6,6,1.0,2,4,6,2,0,0,2,1,24,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300852,2024-02-29,1,30,12,19,0.632,0,1,0.0,1,2,0.5,5,3,8,2,2,2,1,3,25,19,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300834,2024-02-27,1,28,10,13,0.769,0,0,0.0,1,2,0.5,1,5,6,5,0,0,1,1,21,10,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300824,2024-02-25,0,25,5,10,0.5,0,1,0.0,9,13,0.692,1,5,6,3,0,0,1,1,19,-20,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300811,2024-02-23,1,28,2,9,0.222,0,2,0.0,2,2,1.0,1,6,7,6,2,3,3,2,6,15,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300802,2024-02-22,1,24,5,12,0.417,1,3,0.333,1,2,0.5,1,2,3,3,1,0,0,2,12,25,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300576,2024-02-15,1,24,5,6,0.833,0,0,0.0,3,4,0.75,1,4,5,4,0,1,2,1,13,-5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300789,2024-02-14,0,35,6,13,0.462,0,1,0.0,1,1,1.0,5,3,8,6,0,0,2,2,13,-9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300769,2024-02-12,1,27,4,10,0.4,1,1,1.0,5,6,0.833,1,1,2,0,0,1,3,2,14,-4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300757,2024-02-10,1,34,9,18,0.5,0,1,0.0,3,5,0.6,1,4,5,2,0,0,1,4,21,-2,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300733,2024-02-08,1,33,9,16,0.563,0,2,0.0,0,0,0.0,1,1,2,4,0,2,3,1,18,20,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300727,2024-02-07,1,29,7,14,0.5,0,3,0.0,4,6,0.667,1,5,6,5,1,0,1,0,18,22,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300717,2024-02-05,1,33,9,18,0.5,0,0,0.0,10,12,0.833,2,8,10,3,1,2,3,0,28,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300699,2024-02-03,0,34,6,12,0.5,1,3,0.333,3,4,0.75,2,2,4,3,1,0,4,6,16,-5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300693,2024-02-02,1,37,11,15,0.733,1,1,1.0,6,7,0.857,1,5,6,4,2,0,2,3,29,15,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300673,2024-01-30,1,39,11,19,0.579,1,3,0.333,3,4,0.75,2,5,7,2,3,1,3,3,26,10,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300650,2024-01-27,0,43,8,16,0.5,2,3,0.667,4,6,0.667,4,5,9,2,0,0,2,5,22,-9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300632,2024-01-25,0,30,12,19,0.632,2,4,0.5,5,6,0.833,1,2,3,3,2,0,2,2,31,16,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300626,2024-01-24,1,29,11,11,1.0,0,0,0.0,3,5,0.6,0,9,9,2,2,2,1,1,25,18,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300560,2024-01-15,0,29,9,18,0.5,1,5,0.2,1,1,1.0,2,9,11,0,0,0,3,3,20,-9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300545,2024-01-13,0,30,10,18,0.556,2,3,0.667,6,6,1.0,0,3,3,2,1,1,0,2,28,-18,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300536,2024-01-12,1,24,9,12,0.75,4,4,1.0,2,3,0.667,0,5,5,1,1,0,0,2,24,6,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300525,2024-01-10,0,28,4,7,0.571,0,1,0.0,4,6,0.667,0,3,3,4,0,1,3,3,12,-20,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300504,2024-01-07,0,25,5,13,0.385,1,5,0.2,2,2,1.0,1,3,4,4,1,1,1,0,13,-5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300490,2024-01-05,1,36,4,8,0.5,0,1,0.0,3,3,1.0,0,6,6,1,0,0,4,2,11,16,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300478,2024-01-04,0,19,5,7,0.714,0,1,0.0,6,7,0.857,1,3,4,4,0,0,1,1,16,6,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300463,2024-01-02,1,34,7,14,0.5,1,5,0.2,4,5,0.8,2,4,6,4,0,2,1,2,19,10,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300444,2023-12-30,0,25,6,12,0.5,1,5,0.2,3,4,0.75,5,4,9,3,1,0,1,3,16,-9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300426,2023-12-28,0,24,5,11,0.455,0,3,0.0,0,0,0.0,1,4,5,1,0,0,6,0,10,-26,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300402,2023-12-25,0,23,4,8,0.5,0,1,0.0,5,8,0.625,0,5,5,2,0,0,1,1,13,-24,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300399,2023-12-23,1,30,3,7,0.429,0,2,0.0,5,5,1.0,1,5,6,5,0,0,0,0,11,18,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300386,2023-12-22,1,27,9,11,0.818,1,2,0.5,3,3,1.0,2,2,4,3,1,0,1,2,22,9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300362,2023-12-19,1,34,8,13,0.615,1,4,0.25,0,2,0.0,4,3,7,2,2,0,1,0,17,3,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300348,2023-12-17,1,19,5,7,0.714,2,3,0.667,0,4,0.0,2,2,4,0,1,0,1,3,12,4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300339,2023-12-16,1,21,3,6,0.5,0,0,0.0,4,4,1.0,2,2,4,2,0,1,1,1,10,4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300325,2023-12-14,0,25,5,10,0.5,2,3,0.667,3,3,1.0,0,5,5,1,1,0,1,4,15,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300308,2023-12-12,0,29,6,10,0.6,1,3,0.333,3,7,0.429,2,4,6,0,1,0,1,4,16,13,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301222,2023-12-08,0,29,10,21,0.476,3,6,0.5,1,1,1.0,6,6,12,0,0,0,3,6,24,-15,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22301214,2023-12-06,1,17,6,6,1.0,0,0,0.0,1,2,0.5,0,1,1,1,2,0,0,2,13,13,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300280,2023-12-02,0,16,2,6,0.333,1,3,0.333,1,2,0.5,0,2,2,0,0,0,1,0,6,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300273,2023-11-30,1,23,6,8,0.75,3,5,0.6,2,4,0.5,1,5,6,3,1,1,1,0,17,13,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300060,2023-11-28,0,10,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,3,0,4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300051,2023-11-24,1,20,5,7,0.714,1,2,0.5,1,2,0.5,0,1,1,2,0,0,1,0,12,-1,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300236,2023-11-22,0,21,3,7,0.429,0,1,0.0,1,2,0.5,0,1,1,2,1,0,0,5,7,-1,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300224,2023-11-20,1,18,3,7,0.429,1,3,0.333,0,2,0.0,0,3,3,1,0,0,1,3,7,8,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300207,2023-11-18,0,20,6,10,0.6,0,2,0.0,1,2,0.5,2,3,5,2,1,1,3,2,13,-18,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300201,2023-11-16,0,27,8,13,0.615,1,4,0.25,4,5,0.8,0,6,6,2,0,1,4,0,21,-11,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300025,2023-11-14,0,16,2,3,0.667,0,1,0.0,1,2,0.5,1,1,2,1,0,0,1,2,5,-1,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300186,2023-11-12,0,24,2,11,0.182,0,3,0.0,6,7,0.857,2,1,3,0,2,0,0,2,10,5,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300176,2023-11-11,0,21,2,7,0.286,0,1,0.0,8,11,0.727,0,3,3,0,0,0,0,4,12,-1,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300169,2023-11-08,0,19,4,12,0.333,0,1,0.0,2,2,1.0,2,2,4,2,0,0,0,1,10,9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300145,2023-11-06,1,19,2,8,0.25,0,3,0.0,6,8,0.75,0,1,1,0,1,1,1,3,10,0,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300142,2023-11-05,0,20,5,14,0.357,1,4,0.25,4,5,0.8,1,2,3,0,0,2,1,2,15,-9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300005,2023-11-03,1,22,9,15,0.6,0,2,0.0,1,2,0.5,1,1,2,1,0,0,3,2,19,3,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300126,2023-11-01,1,17,4,9,0.444,1,2,0.5,3,3,1.0,0,1,1,1,1,0,0,2,12,3,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300096,2023-10-29,1,19,3,8,0.375,1,3,0.333,2,3,0.667,0,2,2,1,1,0,3,4,9,4,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300087,2023-10-27,1,26,5,11,0.455,1,3,0.333,1,2,0.5,1,4,5,0,0,0,2,3,12,9,Golden State Warriors,Jonathan Kuminga,1610612744
22023,1630228,22300062,2023-10-24,0,20,4,8,0.5,0,0,0.0,4,6,0.667,3,3,6,1,2,1,2,5,12,4,Golden State Warriors,Jonathan Kuminga,1610612744
22024,1630228,22401204,2024-12-11,0,36,8,20,0.4,2,6,0.333,2,6,0.333,5,2,7,1,0,1,1,2,20,2,Golden State Warriors,Jonathan Kuminga,1610612744
22024,1630228,22400355,2024-12-08,1,36,7,16,0.438,1,4,0.25,5,8,0.625,1,6,7,2,2,3,3,2,20,8,Golden State Warriors,Jonathan Kuminga,1610612744
22024,1630228,22400338,2024-12-06,0,29,6,15,0.4,1,4,0.25,0,0,0.0,1,1,2,1,1,1,3,3,13,-7,Golden State Warriors,Jonathan Kuminga,1610612744
22024,1630228,22400332,2024-12-05,1,33,13,22,0.591,3,6,0.5,4,6,0.667,1,6,7,2,0,1,3,3,33,7,Golden State Warriors,Jonathan Kuminga,1610612744
